SH4,PRODUTO
6914,Outras obras de cerâmica
7001,"Cacos, fragmentos e outros desperdícios e resíduos de vidro; vidro em blocos ou massas"
7002,"Vidro em esferas (exceto as microsferas da posição 7018), barras, varetas e tubos, não trabalhado"
7003,"Vidro vazado ou laminado, em chapas, folhas ou perfis, mesmo com camada absorvente, reflectora ou não, mas sem qualquer outro trabalho"
7004,"Vidro estirado ou soprado, em folhas, mesmo com camada absorvente, reflectora ou não, mas sem qualquer outro trabalho"
7005,"Vidro « flotado » e vidro desbastado ou polido numa ou em ambas as faces, em chapas ou em folhas, mesmo de camada absorvente, reflectora ou não, mas sem qualquer outro trabalho"
7006,"Vidro das posições 70.03, 70.04 ou 70.05, recurvado, biselado, gravado, brocado, esmaltado ou trabalhado de outro modo, mas não emoldurado nem associado a outras matérias"
7007,Vidros de segurança consistindo em vidros temperados ou formados por folhas contracoladas
7008,Vidros isolantes de paredes múltiplas
7009,"Espelhos de vidro, mesmo emoldurados, incluídos os espelhos retrovisores"
7010,"Garrafões, garrafas, frascos, boiões, vasos, embalagens tubulares, ampolas e outros recipientes de vidro próprios para transporte ou embalagem; boiões de vidro, para conserva; rolhas, tampas e outros dispositivos de uso semelhante, de vidro"
7011,"Ampolas e invólucros, mesmo tubulares, abertos, e suas partes, de vidro, sem guarnições, para lâmpadas elétricas, tubos catódicos ou semelhantes"
7012,"Ampolas de vidro, para garrafas térmicas, etc, isolamento a vácuo"
7013,"Objectos de vidro para serviço de mesa, cozinha, toucador, escritório, ornamentação de interiores ou usos semelhantes, exceto os das posições 7010 ou 7018"
7014,"Artefatos de vidro para sinalização e elementos de óptica de vidro (exceto os da posição 70.15), não trabalhados opticamente"
7015,"Vidros para relógios e aparelhos semelhantes e vidros semelhantes, vidros para lentes, mesmo correctivas, curvos ou arqueados, ocos ou semelhantes, não trabalhados opticamente; esferas ocas e segmentos de esferas, de vidro, para fabricação desses vidros"
7016,"Blocos, placas, tijolos, ladrilhos, telhas e outros artefactos, de vidro prensado ou moldado, mesmo armado, para construção; cubos, pastilhas e outros artigos semelhantes, de vidro, mesmo com suporte, para mosaicos ou decorações semelhantes; vitrais de vi"
7017,"Artefactos de vidro para laboratório, higiene e farmácia, mesmo graduados ou calibrados"
7018,"Contas, imitações de pérolas naturais ou cultivadas, imitações de pedras preciosas ou semipreciosas e artefactos semelhantes de vidro e suas obras, exceto de bijutaria; olhos de vidro, exceto de prótese; estatuetas e outros objectos de ornamentação, de "
7019,"Fibras de vidro (incluída a lã de vidro) e suas obras (por exemplo: fios, tecidos)"
7020,Outras obras de vidro
7101,"Pérolas naturais ou cultivadas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pérolas naturais ou cultivadas, enfiadas temporariamente para facilidade de transporte"
7102,"Diamantes, mesmo trabalhados, mas não montados nem engastados"
7103,"Pedras preciosas (exceto diamantes) ou semipreciosas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras preciosas (exceto diamantes) ou semipreciosas, não combinadas, enfiadas temporariamente para facilidade de tran"
7104,"Pedras sintéticas ou reconstituídas, mesmo trabalhadas ou combinadas, mas não enfiadas, nem montadas, nem engastadas; pedras sintéticas ou reconstituídas, não combinadas, enfiadas temporariamente para facilidade de transporte"
7105,"Pó de diamantes, de pedras preciosas ou semipreciosas ou de pedras sintéticas"
7106,"Prata (incluída a prata dourada ou platinada), em formas brutas ou semimanufacturadas, ou em pó"
7107,"Metais comuns folheados ou chapeados (plaquê) de prata, em formas brutas ou semimanufaturadas"
7108,"Ouro (incluído o ouro platinado), em formas brutas ou semimanufacturadas, ou em pó"
7109,"Metais comuns ou prata, folheados ou chapeados (plaquê) de ouro, em formas brutas ou semimanufaturadas"
7110,"Platina, em formas brutas ou semimanufacturadas, ou em pó"
7111,"Metais comuns, prata ou ouro, folheados ou chapeados (plaquê) de platina, em formas brutas ou semimanufaturadas"
7112,"Desperdícios e resíduos de metais preciosos ou de metais folheados ou chapeados de metais preciosos; outros desperdícios e resíduos contendo metais preciosos ou compostos de metais preciosos, do tipo dos utilizados principalmente para a recuperação de met"
7113,"Artefactos de joalharia e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos"
7114,"Artefactos de ourivesaria e suas partes, de metais preciosos ou de metais folheados ou chapeados de metais preciosos"
7115,Outras obras de metais preciosos ou de metais folheados ou chapeados de metais preciosos
7116,"Obras de pérolas naturais ou cultivadas, de pedras preciosas ou semipreciosas, pedras sintéticas ou reconstituídas"
7117,Bijutarias
7118,Moedas
7201,"Ferro fundido bruto e ferro spiegel (especular), em lingotes, linguados ou outras formas primárias"
7202,Ferro-ligas
7203,"Produtos ferrosos obtidos por redução directa dos minérios de ferro e outros produtos ferrosos esponjosos, em pedaços, esferas ou formas semelhantes; ferro de pureza mínima, em peso, de 99,94 %, em pedaços, esferas ou formas semelhantes"
7204,"Desperdícios, resíduos e sucata de ferro fundido, ferro ou aço; desperdícios de ferro ou aço, em lingotes"
7205,"Granalha e pó de ferro fundido bruto, de ferro spiegel (especular), de ferro ou aço"
7206,"Ferro e aço não ligado, em lingotes ou outras formas primárias, exceto o ferro da posição 7203"
7207,Produtos semimanufacturados de ferro ou aço não ligado
7208,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a quente, não folheados ou chapeados, nem revestidos"
7209,"Produtos laminados planos, de ferro ou aço não ligado, de largura igual ou superior a 600 mm, laminados a frio, não folheados ou chapeados, nem revestidos"
7210,"Produtos laminados planos de ferro ou aço não ligado, de largura igual ou superior a 600 mm, folheados ou chapeados, ou revestidos"
7211,"Produtos laminados planos, de ferro ou aço não ligado, de largura inferior a 600 mm, não folheados ou chapeados, nem revestidos"
7212,"Produtos laminados planos de ferro ou aço não ligado, de largura inferior a 600 mm, folheados ou chapeados, ou revestidos"
7213,Fio-máquina de ferro ou aço não ligado
7214,"Barras de ferro ou aço não ligado, simplesmente forjadas, laminadas, estiradas ou extrudadas, a quente, incluídas as que tenham sido submetidas a torção após laminagem"
7215,Outras barras de ferro ou aço não ligado
7216,Perfis de ferro ou aço não ligado
7217,Fios de ferro ou aço não ligado
7218,"Aço inoxidável, em lingotes ou outras formas primárias; produtos semimanufacturados de aço inoxidável"
7219,"Produtos laminados planos de aço inoxidável, de largura igual ou superior a 600 mm"
7220,"Produtos laminados planos de aço inoxidável, de largura inferior a 600 mm"
7221,Fio-máquina de aço inoxidável
7222,Barras e perfis de aço inoxidável
7223,Fios de aços inoxidáveis
7224,"Outras ligas de aço, em lingotes ou outras formas primárias; produtos semimanufacturados, de outras ligas de aço"
7225,"Produtos laminados planos, de outras ligas de aço, de largura igual ou superior a 600 mm"
7226,"Produtos laminados planos, de outras ligas de aço, de largura inferior a 600 mm"
7227,Fio-máquina de outras ligas de aço
7228,"Barras e perfis, de outras ligas de aço; barras ocas para perfuração, de ligas de aço ou de aço não ligado"
7229,Fios de outras ligas de aço
7301,"Estacas-pranchas de ferro ou aço, mesmo perfuradas ou feitas com elementos montados; perfis obtidos por soldadura, de ferro ou aço"
7302,"Elementos de vias férreas, de ferro fundido, ferro ou aço; carris, contracarris e cremalheiras, agulhas, cróssimas, alavancas para comando de agulhas e outros elementos de cruzamentos e desvios, dormentes, eclissas, coxins de carril, cantoneiras, placas d"
7303,"Tubos e perfis ocos, de ferro fundido"
7304,"Tubos e perfis ocos, sem costura, de ferro ou aço"
7305,"Outros tubos (por exemplo: soldados ou rebitados), de secção circular, de diâmetro exterior superior a 406,4 mm, de ferro ou aço"
7306,"Outros tubos e perfis ocos (por exemplo: soldados, rebitados, agrafados ou com os bordos simplesmente aproximados), de ferro ou aço"
7307,"Acessórios para tubos [por exemplo: uniões, cotovelos, mangas (luvas)], de ferro fundido, ferro ou aço"
7308,"Construções e suas partes (por exemplo: pontes e elementos de pontes, comportas, torres, pórticos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, portas de correr, balaustradas), de ferro fun"
7309,"Reservatórios, tonéis, cubas e recipientes semelhantes, de ferro fundido, ferro ou aço, de capacidade > 300 litros, sem dispositivos mecânicos nem térmicos"
7310,"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de ferro fundido, ferro ou aço, de capacidade não superior a 300 litros, sem dispositivos mecânicos ou térmicos, m"
7311,"Recipientes para gases comprimidos ou liquefeitos, de ferro fundido, ferro ou aço"
7312,"Cordas, cabos, entrançados, lingas e artefactos semelhantes, de ferro ou aço, não isolados para usos elétricos"
7313,"Arame farpado, de ferro ou aço; arames ou tiras, retorcidos, mesmo farpados, de ferro ou aço, dos tipos utilizados em cercas"
7314,"Telas metálicas (incluídas as telas contínuas ou sem fim), grades e redes, de fios de ferro ou aço; chapas e tiras, distendidas, de ferro ou aço"
7315,"Correntes, cadeias, e suas partes, de ferro fundido, ferro ou aço"
7316,"Âncoras, fateixas, e suas partes, de ferro fundido, ferro ou aço"
7317,"Tachas, pregos, percevejos e artefatos semelhantes, de ferro fundido, ferro ou aço"
7318,"Parafusos, pernos ou pinos, roscados, porcas, tira-fundos, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas ou arruelas (incluídas as de pressão) e artefactos semelhantes, de ferro fundido, ferro ou aço"
7319,"Agulhas de costura, agulhas de tricô, agulhas-passadoras, agulhas de croché, furadores para bordar e artefactos semelhantes, para uso manual, de ferro ou aço; alfinetes de segurança e outros alfinetes, de ferro ou aço, não especificados nem compreendidos "
7320,"Molas e folhas de molas, de ferro ou aço"
7321,"Aquecedores (fogões de sala), caldeiras de fornalha, fogões de cozinha (incluídos os que possam ser utilizados acessoriamente no aquecimento central), grelhadores (churrasqueiras), braseiras, fogareiros a gás, aquecedores de pratos, e aparelhos não eléctr"
7322,"Radiadores para aquecimento central, não elétricos, e suas partes, de ferro fundido, ferro ou aço; geradores e distribuidores de ar quente (incluídos os distribuidores que possam também funcionar como distribuidores de ar frio ou condicionado), não eléct"
7323,"Artefactos de uso doméstico, e suas partes, de ferro fundido, ferro ou aço; palha de ferro ou aço; esponjas, esfregões, luvas e artefactos semelhantes para limpeza, polimento e usos semelhantes, de ferro ou aço"
7324,"Artefactos de higiene ou de toucador, e suas partes, de ferro fundido, ferro ou aço"
7325,"Outras obras moldadas, de ferro fundido, ferro ou aço"
7326,Outras obras de ferro ou aço
7401,Mates de cobre; cobre de cementação (precipitado de cobre)
7402,Cobre não refinado; ânodos de cobre para refinação eletrolítica
7403,"Cobre afinado e ligas de cobre, em formas brutas"
7404,"Desperdícios e resíduos, de cobre"
7405,Ligas-mães de cobre
7406,"Pó e escamas, de cobre"
7407,Barras e perfis de cobre
7408,Fios de cobre
7409,"Chapas e tiras de cobre, de espessura superior a 0,15 mm"
7410,"Folhas e tiras, delgadas, de cobre (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,15 mm (excluído o suporte)"
7411,Tubos de cobre
7412,"Acessórios para tubos [por exemplo: uniões, cotovelos, mangas (luvas)], de cobre"
7413,"Cordas, cabos, tranças e artefatos semelhantes, de cobre, não isolados para usos elétricos"
7414,"Telas metálicas (incluídas as telas contínuas ou sem fim), grades e redes, de fios de cobre; chapas e tiras, distendidas, de cobre"
7415,"Pontas, pregos, percevejos, escápulas e artefactos semelhantes, de cobre ou de ferro ou aço com cabeça de cobre; parafusos, pinos ou pernos, roscados, porcas, ganchos roscados, rebites, chavetas, cavilhas, contrapinos ou troços, anilhas (arruelas) incluíd"
7416,Molas de cobre
7417,"Aparelhos para cozinhar/aquecer, de cobre, n/eletr.doméstico"
7418,"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de cobre; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento ou usos semelhantes, de cobre"
7419,Outras obras de cobre
7501,"Mates de níquel, sinters de óxidos de níquel e outros produtos intermediários da metalurgia do níquel"
7502,Níquel em formas brutas
7503,"Desperdícios e resíduos, de níquel"
7504,"Pós e escamas, de níquel"
7505,"Barras, perfis e fios, de níquel"
7506,"Chapas, tiras e folhas, de níquel"
7507,"Tubos e seus acessórios [por exemplo: uniões, cotovelos, mangas (luvas)], de níquel"
7508,Outras obras de níquel
7601,Alumínio em formas brutas
7602,"Desperdícios e resíduos, de alumínio"
7603,"Pó e escamas, de alumínio"
7604,"Barras e perfis, de alumínio"
7605,Fios de alumínio
7606,"Chapas e tiras, de alumínio, de espessura superior a 0,2 mm"
7607,"Folhas e tiras, delgadas, de alumínio (mesmo impressas ou com suporte de papel, cartão, plástico ou semelhantes), de espessura não superior a 0,2 mm (excluído o suporte)"
7608,Tubos de alumínio
7609,"Acessórios para tubos (por exemplo, uniões, cotovelos, luvas), de alumínio"
7610,"Construções e suas partes (por exemplo: pontes e elementos de pontes, torres, pórticos ou pilonos, pilares, colunas, armações, estruturas para telhados, portas e janelas, e seus caixilhos, alizares e soleiras, balaustradas), de alumínio, exceto as constr"
7611,"Reservatórios, tonéis, cubas e recipientes semelhantes para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade superior a 300 l, sem dispositivos mecânicos ou térmicos, mesmo com revestimento interior ou calorífugo."
7612,"Reservatórios, barris, tambores, latas, caixas e recipientes semelhantes (incluídos os recipientes tubulares, rígidos ou flexíveis) para quaisquer matérias (exceto gases comprimidos ou liquefeitos), de alumínio, de capacidade não superior a 300 litros, s"
7613,"Recipientes p/gases comprimidos/liquefeitos, de alumínio"
7614,"Cordas, cabos, entrançados e semelhantes, de alumínio, não isolados para usos elétricos"
7615,"Artefactos de uso doméstico, de higiene ou de toucador, e suas partes, de alumínio; esponjas, esfregões, luvas e artefactos semelhantes, para limpeza, polimento e usos semelhantes, de alumínio"
7616,Outras obras de alumínio
7801,Chumbo em formas brutas
7802,"Desperdícios e resíduos, de chumbo"
7803,"Barras, perfis e fios, de chumbo"
7804,"Chapas, folhas e tiras, de chumbo; pó e escamas, de chumbo"
7805,"Tubos e seus acessórios, de chumbo"
7806,Outras obras de chumbo
7901,Zinco em formas brutas
7902,"Desperdícios e resíduos, de zinco"
7903,"Poeiras, pó e escamas, de zinco"
7904,"Barras, perfis e fios, de zinco"
7905,"Chapas, folhas e tiras, de zinco"
7906,"Tubos e seus acessórios, de zinco"
7907,Outras obras de zinco
8001,Estanho em formas brutas
8002,"Desperdícios e resíduos, de estanho"
8003,"Barras, perfis e fios, de estanho"
8004,"Chapas, folhas e tiras, de estanho, espessura>0.2mm"
8005,Folha delgada de estanho
8006,"Tubos e seus acessórios, de estanho"
8007,Outras obras de estanho
8101,"Tungsténio (volfrâmio) e suas obras, incluídos os desperdícios, resíduos e sucata"
8102,"Molibdénio e suas obras, incluídos os desperdícios, resíduos e sucata"
8103,"Tântalo e suas obras, incluídos os desperdícios, resíduos e sucata"
8104,"Magnésio e suas obras, incluídos os desperdícios, resíduos e sucata"
8105,"Mates de cobalto e outros produtos intermediários da metalurgia do cobalto; cobalto e suas obras, incluídos os desperdícios, resíduos e sucata"
8106,"Bismuto e suas obras, incluídos os desperdícios e resíduos"
8107,"Cádmio e suas obras, incluídos os desperdícios, resíduos e sucata"
8108,"Titânio e suas obras, incluídos os desperdícios, resíduos e sucata"
8109,"Zircónio e suas obras, incluídos os desperdícios, resíduos e sucata"
8110,"Antimónio e suas obras, incluídos os desperdícios, resíduos e sucata"
8111,"Manganês e suas obras, incluídos os desperdícios e resíduos"
8112,"Berílio, crómio, germânio, vanádio, gálio, háfnio (céltio), índio, nióbio (colômbio), rénio e tálio, e suas obras, incluídos os desperdícios, resíduos e sucata"
8113,"Ceramais (cermets) e suas obras, incluídos os desperdícios e resíduos"
8201,"Pás, alviões, picaretas, enxadas, sachos, forcados, forquilhas, ancinhos e rapadeiras; machados, podões e ferramentas semelhantes de gume; tesouras de podar de todos os tipos; foices e foicinhas, facas para feno ou para palha, tesouras para sebes, cunhas "
8202,Serras manuais; folhas de serras de todos os tipos (incluídas as fresas-serras e as folhas não dentadas para serrar)
8203,"Limas, grosas, alicates (mesmo cortantes), tenazes, pinças, cisalhas para metais, corta-tubos, corta-pinos, saca-bocados e ferramentas semelhantes, manuais"
8204,"Chaves de porcas, manuais (incluídas as chaves dinamométricas); chaves de caixa intercambiáveis, mesmo com cabos"
8205,"Ferramentas manuais (incluídos os corta-vidros) não especificadas nem compreendidas em outras posições; lâmpadas ou lamparinas de soldar (maçaricos) e semelhantes; tornos de apertar, sargentos e semelhantes, exceto os acessórios ou partes de máquinas-fer"
8206,"Sortido de serras, limas, etc.uso manual, de metais comuns"
8207,"Ferramentas intercambiáveis para ferramentas manuais, mesmo mecânicas, ou para máquinas-ferramentas (por exemplo: de embutir, estampar, puncionar, roscar (interior ou exteriormente), furar, escarear, mandrilar, fresar, tornear, aparafusar), incluídas as f"
8208,"Facas e lâminas cortantes, para máquinas ou para aparelhos mecânicos"
8209,"Plaquetas, varetas, pontas e objetos semelhantes para ferramentas, não montados, de ceramais (cermets)"
8210,"Aparelhos mecânicos de acionamento manual, pesando <= 10 kg, utilizados para preparar, acondicionar ou servir alimentos ou bebidas"
8211,"Facas (exceto da posição 8208) de lâmina cortante ou serrilhada, incluídas as podadeiras de lâmina móvel, e suas lâminas"
8212,Navalhas e aparelhos de barbear e suas lâminas (incluídos os esboços em tiras)
8213,"Tesouras e suas lâminas, de metais comuns"
8214,"Outros artigos de cutelaria (por exemplo: máquinas de cortar o cabelo ou tosquiar, fendeleiras, cutelos, incluídos os de açougue e de cozinha, e corta-papéis); utensílios e sortidos de utensílios, de manicuros ou de pedicuros (incluídas as limas para unha"
8215,"Colheres, garfos, conchas, escumadeiras, pás para tortas, facas especiais para peixe ou para manteiga, pinças para açúcar e artefactos semelhantes"
8301,"Cadeados, fechaduras e ferrolhos (de chave, de segredo ou elétricos), de metais comuns; fechos e armações com fecho, com fechadura, de metais comuns; chaves para estes artigos, de metais comuns"
8302,"Guarnições, ferragens e artigos semelhantes, de metais comuns, para móveis, portas, escadas, janelas, persianas, carroçarias, artigos de seleiro, malas, cofres, caixas de segurança e outras obras semelhantes; pateras, porta-chapéus, cabides e artigos seme"
8303,"Cofres-fortes, portas blindadas e compartimentos para casas-fortes, cofres e caixas de segurança e artefatos semelhantes, de metais comuns"
8304,"Classificadores, fichários, caixas de classificação, porta-cópias, porta-canetas, porta-carimbos e artefatos semelhantes, de escritório, de metais comuns, excluindo os móveis de escritório da posição 94.03"
8305,"Ferragens para encadernação de folhas móveis ou para classificadores, molas para papéis, cantos para cartas, clipes, indicadores para fichas ou cavaleiros e objectos semelhantes de escritório, de metais comuns; grampos apresentados em barretas (por exempl"
8306,"Sinos, campainhas, gongos e artefactos semelhantes, não elétricos, de metais comuns; estatuetas e outros objectos de ornamentação, de metais comuns; molduras para fotografias, gravuras ou semelhantes, de metais comuns; espelhos de metais comuns"
8307,"Tubos flexíveis de metais comuns, mesmo com acessórios"
8308,"Fechos, armações com fecho, fivelas, fivelas-fecho, grampos, colchetes, ilhoses e artefactos semelhantes, de metais comuns, para vestuário, calçado, toldos, bolsas, artigos de viagem e para quaisquer outras confecções ou equipamentos; rebites tubulares ou"
8309,"Rolhas (incluídas as cápsulas de coroa, rolhas de parafuso e vertedoras), tampas, cápsulas para garrafas, batoques ou tampões roscados, protectores de batoques ou tampões, selos de garantia e outros acessórios para embalagem, de metais comuns"
8310,"Placas indicadoras, placas sinalizadoras, placas-endereços e placas semelhantes, números, letras e sinais diversos, de metais comuns, exceto os da posição 94.05."
8311,"Fios, varetas, tubos, chapas, eléctrodos e artefactos semelhantes, de metais comuns ou de carbonetos metálicos, revestidos interior ou exteriormente de decapantes ou de fundentes, para soldadura (soldagem) ou depósito de metal ou de carbonetos metálicos; "
8401,"Reactores nucleares; elementos combustíveis (cartuchos) não irradiados, para reactores nucleares; máquinas e aparelhos para a separação de isótopos"
8402,"Caldeiras de vapor (geradores de vapor), excluídas as caldeiras para aquecimento central concebidas para produção de água quente e vapor de baixa pressão; caldeiras denominadas « de água sobreaquecida »"
8403,"Caldeiras para aquecimento central, exceto as da posição 8402"
8404,"Aparelhos auxiliares para caldeiras das posições 8402 ou 8403 (por exemplo: economizadores, sobreaquecedores, aparelhos de limpeza de tubos ou de recuperação de gás); condensadores para máquinas a vapor"
8405,"Geradores de gás de ar (gás pobre) ou de gás de água, com ou sem depuradores; geradores de acetileno e geradores semelhantes de gás, operados a água, com ou sem depuradores"
8406,Turbinas a vapor
8407,"Motores de pistão, alternativo ou rotativo, de ignição por faísca (motores de explosão)"
8408,"Motores de pistão, de ignição por compressão (motores diesel ou semi-diesel)"
8409,Partes reconhecíveis como exclusiva ou principalmente destinadas aos motores das posições 8407 ou 8408
8410,"Turbinas hidráulicas, rodas hidráulicas, e seus reguladores"
8411,"Turborreactores, turbopropulsores e outras turbinas a gás"
8412,Outros motores e máquinas motrizes
8413,"Bombas para líquidos, mesmo com dispositivo medidor; elevadores de líquidos"
8414,"Bombas de ar ou de vácuo, compressores de ar ou de outros gases e ventiladores; exaustores (coifas aspirantes) para extracção ou reciclagem, com ventilador incorporado, mesmo filtrantes"
8415,"Máquinas e aparelhos de ar condicionado, contendo um ventilador motorizado e dispositivos próprios para modificar a temperatura e a humidade, incluindo as máquinas e aparelhos em que a humidade não seja regulável separadamente"
8416,"Queimadores para alimentação de fornalhas, de combustíveis líquidos, combustíveis sólidos pulverizados ou de gás; fornalhas automáticas, incluídas as antefornalhas, grelhas mecânicas, descarregadores mecânicos de cinzas e dispositivos semelhantes"
8417,"Fornos industriais ou de laboratório, incluídos os incineradores, não elétricos"
8418,"Refrigeradores, congeladores (freezers) e outro material, máquinas e aparelhos para a produção de frio, com equipamento eléctrico ou outro; bombas de calor, excluídas as máquinas e aparelhos de ar condicionado da posição 8415"
8419,"Aparelhos e dispositivos, mesmo aquecidos electricamente (exceto fornos e outros aparelhos da posição 8514), para tratamento de matérias por meio de operações que impliquem mudança de temperatura, tais como o aquecimento, cozimento, torrefacção, destilaç"
8420,"Calandras e laminadores, exceto os destinados ao tratamento de metais ou vidro, e seus cilindros"
8421,"Centrifugadores, incluídos os secadores centrífugos, aparelhos para filtrar ou depurar líquidos ou gases"
8422,"Máquinas de lavar louça; máquinas e aparelhos para limpar ou secar garrafas ou outros recipientes; máquinas e aparelhos para encher, fechar, rolhar ou rotular garrafas, caixas, latas, sacos ou outros recipientes; máquinas e aparelhos para capsular garrafa"
8423,"Aparelhos e instrumentos de pesagem, incluídas as básculas e balanças para verificar peças fabricadas, excluídas as balanças sensíveis a pesos não superiores a 5 cg; pesos para quaisquer balanças"
8424,"Aparelhos mecânicos (mesmo manuais) para projectar, dispersar ou pulverizar líquidos ou pós; extintores, mesmo carregados; pistolas aerográficas e aparelhos semelhantes; máquinas e aparelhos de jacto de areia, de jacto de vapor e aparelhos de jacto semelh"
8425,Talhas; cadernais e moitões; guinchos e cabrestantes; macacos
8426,"Cábreas; guindastes, incluídos os de cabos; pontes rolantes, pórticos de descarga e de movimentação, pontes-guindastes, carros-pórticos, carros-guindastes"
8427,"Empilhadores; outros veículos para movimentação de carga e semelhantes, equipados com dispositivo de elevação"
8428,"Outras máquinas e aparelhos de elevação, de carga, de descarga ou de movimentação (por exemplo: elevadores, escadas rolantes, transportadores, teleféricos)"
8429,"Bulldozers, angledozers, niveladoras, raspo-transportadoras (scrapers), pás mecânicas, escavadoras, carregadoras e pás carregadoras, compactadores e rolos ou cilindros compressores, autopropulsores"
8430,"Outras máquinas e aparelhos de terraplanagem, nivelamento, raspagem, escavação, compactação, extracção ou perfuração da terra, de minerais ou minérios; bate-estacas e arranca-estacas; limpa-neves"
8431,Partes reconhecíveis como exclusiva ou principalmente destinadas às máquinas e aparelhos das posições 8425 a 8430
8432,"Máquinas e aparelhos de uso agrícola, hortícola ou florestal, para preparação ou trabalho do solo ou para cultura; rolos para relvados ou para campos de desporto"
8433,"Máquinas e aparelhos para colheita ou debulha de produtos agrícolas, incluídas as enfardadeiras de palha ou forragem; cortadores de relva e ceifeiras; máquinas para limpar e seleccionar ovos, frutas ou outros produtos agrícolas, exceto as da posição 8437"
8434,"Máquinas de ordenhar e máquinas e aparelhos, para a indústria de lacticínios"
8435,"Prensas, esmagadores e máquinas e aparelhos semelhantes, para fabricação de vinho, sidra, sumos de frutas ou bebidas semelhantes"
8436,"Outras máquinas e aparelhos para agricultura, horticultura, silvicultura, avicultura ou apicultura, incluídos os germinadores equipados com dispositivos mecânicos ou térmicos e as chocadeiras e criadeiras para avicultura"
8437,"Máquinas para limpeza, selecção ou peneiração de grãos ou de produtos hortícolas secos; máquinas e aparelhos para a indústria de moagem ou tratamento de cereais ou de produtos hortícolas secos, exceto dos tipos utilizados em fazendas"
8438,"Máquinas e aparelhos não especificados nem compreendidos em outras posições do presente capítulo, para preparação ou fabricação industrial de alimentos ou de bebidas, exceto as máquinas e aparelhos para extracção ou preparação de óleos ou gorduras vegeta"
8439,"Máquinas e aparelhos, para fabricação de pasta de matérias fibrosas celulósicas ou para fabricação ou acabamento de papel ou cartão"
8440,"Máquinas e aparelhos, para brochura ou encadernação, incluídas as máquinas para costurar cadernos"
8441,"Outras máquinas e aparelhos, para o trabalho da pasta de papel, do papel ou do cartão, incluídas as cortadeiras de todos os tipos"
8442,"Máquinas, aparelhos e material (exceto as máquinas-ferramentas das posições 8456 a 8465), para fundir ou compor caracteres tipográficos ou para preparação ou fabricação de clichés, blocos, cilindros ou outros elementos de impressão; caracteres tipográfic"
8443,"Máquinas e aparelhos para impressão por meio de caracteres tipográficos, clichés, blocos, cilindros e outros elementos de impressão da posição 8442; máquinas de impressão de jacto de tinta, exceto as da posição 8471; máquinas auxiliares para impressão"
8444,"Máquinas para extrudar, estirar, texturizar ou cortar matérias têxteis sintéticas ou artificiais"
8445,"Máquinas para preparação de matérias têxteis; máquinas para fiação, dobragem ou torção de matérias têxteis e outras máquinas e aparelhos para fabricação de fios têxteis; máquinas de bobinar (incluídas as bobinadeiras de trama) ou de dobar matérias têxteis"
8446,Teares para tecidos
8447,"Teares para fabricar malhas, máquinas de costura por entrelaçamento (couture-tricotage), máquinas para fabricar guipuras, tules, rendas, bordados, passamanarias, galões ou redes, e máquinas para inserir tufos"
8448,"Máquinas e aparelhos auxiliares para as máquinas das posições 8444, 8445, 8446 ou 8447 (por exemplo: maquinetas, mecanismos Jacquard, quebra-urdiduras e quebra-tramas, mecanismos troca-lançadeiras); partes e acessórios reconhecíveis como exclusiva ou prin"
8449,"Máquinas e aparelhos para fabricação ou acabamento de feltro ou de falsos tecidos, inclusive chapéus de feltro; formas para chapéus e artefatos de uso semelhantes"
8450,"Máquinas de lavar roupa, mesmo com dispositivo de secagem"
8451,"Máquinas e aparelhos (exceto as máquinas da posição 8450), para lavar, limpar, espremer, secar, passar, prensar (incluídas as prensas fixadoras), branquear, tingir, para apresto e acabamento, para revestir ou impregnar fios, tecidos ou obras de matérias "
8452,"Máquinas de costura, exceto para costurar cadernos, da posição 8440; móveis, bases e tampas, próprios para máquinas de costura; agulhas para máquinas de costura"
8453,"Máquinas e aparelhos, para preparar, curtir ou trabalhar couros ou peles, ou para fabricar ou consertar calçado e outras obras de couro ou de pele, exceto máquinas de costura"
8454,"Conversores, cadinhos ou colheres de fundição, lingoteiras e máquinas de vazar (moldar), para metalurgia, aciaria ou fundição"
8455,Laminadores de metais e seus cilindros
8456,"Máquinas-ferramentas para trabalhar quaisquer matérias por desbaste, operando por laser ou por outro feixe de luz ou de fotões, por ultra-som, electro-erosão, processos electroquímicos, por feixes de electrões, feixes iónicos ou por jacto de plasma"
8457,"Centros de maquinagem, máquinas de sistema monostático (single station) e máquinas de estações múltiplas, para trabalhar metais"
8458,"Tornos (incluídos os centros de torneamento), para metais"
